نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,سكني, الرياض , حي المشرق ,جنوبية,450,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000
أرض,تجاري, الرياض , حي النرجس ,شمالية غربية,962,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156800
فيلا,سكني, الرياض , حي المونسية ,جنوبية غربية,480,0,5,2,5,0,0,1,0,0,0,0,0,0,0,0,5000000
أرض,سكني, الرياض , حي الخير ,شرقية,375,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555000
أرض,سكني, الرياض , حي العريجاء الغربي ,جنوبية,472,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800040
أرض,تجاري, حريملاء, الرياض ,شمالية,750,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949500
أرض,سكني, الرياض , حي الخير ,جنوبية,800,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449600
أرض,سكني, حريملاء, الرياض ,شرقية,300,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,824,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730400
فيلا,سكني, الرياض , حي النرجس ,شمالية,250,0,5,3,5,15,1,1,1,0,0,1,0,0,0,0,2600000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية شرقية,915,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499780
فيلا,سكني, الرياض , حي الخليج ,شرقية,325,0,5,2,5,20,1,1,0,0,1,0,0,0,1,0,2000000
أرض,تجاري وسكني, الرياض , حي الروضة ,غربية,660,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970000
أرض,سكني, حريملاء, الرياض ,جنوبية,744,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818400
فيلا,سكني, الرياض , حي الملقا ,شرقية,430,0,5,2,5,0,1,1,1,1,0,1,0,0,1,1,6000000
أرض,سكني, الرياض , حي عريض ,جنوبية,360,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522000
فيلا,سكني, الرياض , حي القادسية ,شمالية شرقية,750,0,5,2,5,20,1,1,1,1,1,1,0,0,1,0,6500000
أرض,سكني, الرياض , حي الياسمين ,شمالية,910,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17999800
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,750,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,312,0,5,3,5,5,1,1,1,0,0,1,0,0,1,1,2300000
أرض,سكني, الرياض , حي الحمراء ,جنوبية شرقية,2080,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16640000
أرض,تجاري, الرياض , حي النسيم الغربي ,شرقية,440,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748000
أرض,سكني, الرياض , حي طويق ,شمالية,450,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806850
أرض,سكني, الرياض , حي النرجس ,شرقية,500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750000
أرض,سكني, الرياض , حي القادسية ,شمالية شرقية,234,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725400
أرض,سكني, الرياض , حي الدار البيضاء ,جنوبية شرقية,625,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937500
أرض,سكني, الرياض , حي الخير ,جنوبية غربية,705,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846000
أرض,سكني, الرياض , حي المهدية ,شمالية,499,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648700
فيلا,سكني, الرياض , حي المعيزيلة ,شمالية,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,472,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566400
أرض,تجاري, امارة منطقة الرياض, الرياض ,جنوبية,2000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000
أرض,سكني, الرياض , حي عرقة ,شمالية غربية,432,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073600
أرض,تجاري وسكني, الرياض , حي القادسية ,جنوبية,597,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188055
فيلا,سكني, الرياض , حي المونسية ,جنوبية,220,0,7,4,5,0,1,1,1,1,0,1,0,0,1,0,1450000
فيلا,سكني, الرياض, الرياض ,جنوبية غربية,264,0,5,2,5,20,1,1,1,0,1,0,0,0,1,0,2150000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,250,0,5,3,5,0,1,1,0,0,1,1,0,0,1,0,1470000
فيلا,سكني, الرياض, الرياض ,غربية,325,0,7,2,5,18,1,1,1,0,1,1,0,0,1,0,1650000
أرض,سكني, الرياض , حي اليرموك ,شرقية,375,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687500
فيلا,سكني, الرياض , حي العارض ,جنوبية,336,0,4,3,5,20,0,1,1,0,1,1,1,0,1,1,2750000
فيلا,سكني, الرياض , حي المهدية ,غربية,200,0,3,2,5,20,1,1,1,0,0,1,0,0,1,0,1850000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,225,13395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013875
أرض,سكني, الرياض , حي الهدا ,جنوبية شرقية,3890,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450000
أرض,تجاري, الرياض , حي طويق ,شمالية,870,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,425,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510000
أرض,سكني, حريملاء, الرياض ,جنوبية,420,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000
أرض,سكني, الرياض , حي الروضة ,شمالية غربية,750,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000
أرض,سكني, حي عريض , طريق النفود ,جنوبية,900,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000
أرض,سكني, الرياض , حي الفيحاء ,غربية,720,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000
أرض,تجاري وسكني, الرياض , حي المهدية ,شمالية,499,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158682
فيلا,سكني, الرياض , حي النظيم ,جنوبية,500,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1550000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,239,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394350
أرض,تجاري وسكني, الرياض , حي طويق ,شمالية,900,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999900
أرض,تجاري وسكني, الرياض , حي العوالي ,شمالية,1060,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120000
أرض,تجاري وسكني, الرياض , حي الشرق ,شرقية,450,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416250
فيلا,سكني, الرياض , حي النرجس ,غربية,477,0,6,2,5,0,1,1,1,1,1,1,1,0,1,0,4000000
فيلا,سكني, الرياض , حي المونسية ,غربية,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000
فيلا,سكني, الرياض, الرياض ,غربية,325,0,7,2,5,18,1,1,1,0,1,1,0,0,1,0,1650000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580125
فيلا,سكني, الرياض , حي الرمال ,جنوبية,338,0,4,2,4,0,1,1,1,1,1,1,0,0,1,0,1270000
أرض,سكني, الرياض , حي عريض ,جنوبية غربية,500,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450000
أرض,تجاري, الرياض , حي اشبيلية ,غربية,930,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9300000
أرض,تجاري, الرياض , حي الملك فيصل ,غربية,760,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399760
أرض,سكني, الرياض , حي ظهرة لبن ,شرقية,452,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130000
أرض,سكني, الرياض , حي أم الحمام الغربي ,غربية,600,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600200
فيلا,سكني, الرياض , حي الرمال ,جنوبية,387,0,5,3,5,0,1,1,1,1,1,1,0,0,1,0,1900000
أرض,سكني, الرياض , حي عريض ,شمالية شرقية,450,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369900
فيلا,سكني, الرياض , حي الخليج ,شرقية,325,0,5,2,5,20,1,1,0,0,1,0,0,0,1,0,2000000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شرقية,371,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168650
فيلا,سكني, الرياض , حي الياسمين ,جنوبية,375,0,5,0,2,0,1,0,1,1,0,0,0,0,0,0,4600000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
فيلا,سكني, الرياض , حي المونسية ,شمالية,362,0,7,3,5,20,0,1,0,1,1,1,0,0,1,0,2350000
أرض,تجاري وسكني, الرياض , حي النرجس ,جنوبية,1050,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920450
أرض,سكني, حريملاء, الرياض ,شمالية,744,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000
فيلا,سكني, الرياض , حي بدر ,شرقية,303,0,4,1,4,15,0,1,0,0,1,1,0,0,1,0,640000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499875
أرض,سكني, الرياض , ضاحية نمار ,شمالية,1993,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000972
أرض,سكني, الرياض , حي الحمراء ,شمالية,1125,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625000
أرض,سكني, الرياض , حي الزهرة ,جنوبية,500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,218,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359700
أرض,تجاري وسكني, الرياض , حي المهدية ,شمالية,450,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417500
أرض,تجاري وسكني, الرياض , حي الزاهر ,جنوبية شرقية,900,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
فيلا,سكني, الرياض , حي طويق ,غربية,375,0,7,2,5,0,1,1,1,1,1,1,0,0,1,0,1430000
فيلا,سكني, الرياض , حي قرطبة ,شمالية,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,390,0,4,2,4,0,1,1,1,0,1,1,0,0,1,0,1900000
فيلا,سكني, الرياض , حي المعيزلة ,غربية,480,0,7,3,4,0,0,0,0,1,0,1,1,0,1,0,2000000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,525,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892500
أرض,سكني, الرياض , حي المناخ ,شمالية,630,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,1627,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722388
أرض,تجاري وسكني, الرياض , حي المشرق ,شمالية,763,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419650
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,200,0,4,2,5,15,0,1,0,0,0,0,0,0,0,0,1800000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,236,0,3,1,4,40,1,1,0,0,0,0,0,0,0,0,1070000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,437,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272400
فيلا,سكني, الرياض , حي بدر ,شمالية,375,0,3,1,3,20,0,1,0,0,0,0,0,0,1,0,770000
فيلا,سكني, الرياض , حي السعادة ,شرقية,325,0,7,5,5,21,1,1,1,0,1,1,0,0,1,0,1700000
أرض,سكني, الرياض , حي طويق ,شمالية,900,5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4635000
أرض,سكني, حريملاء, الرياض ,شرقية,1800,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500000
فيلا,سكني, الرياض , حي النخيل ,شمالية,630,0,4,2,5,15,1,1,1,1,0,1,1,1,1,0,7300000
فيلا,سكني, الرياض , حي النرجس ,شمالية غربية,210,0,4,1,4,15,1,1,1,1,1,1,0,0,1,1,2300000
أرض,سكني, الرياض, الرياض ,شرقية,759,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531300
فيلا,سكني, الرياض , حي الروضة ,شرقية,335,0,5,2,5,5,1,1,1,1,1,0,0,0,1,0,2000000
أرض,سكني, الرياض , حي الخير ,شرقية,600,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
أرض,سكني, الرياض , حي ضاحية نمار ,غربية,375,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,500,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262500
فيلا,سكني, الرياض , حي المونسية ,شمالية,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350000
أرض,سكني, الرياض , حي المعيزيلة ,جنوبية شرقية,810,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700650
فيلا,سكني, الرياض , حي المونسية ,شرقية,250,0,5,3,5,20,1,1,1,0,1,1,0,0,1,0,1750000
أرض,سكني, الرياض , حي المحمدية ,جنوبية,405,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3645000
أرض,سكني, الرياض , حي المهدية ,شمالية غربية,432,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814400
أرض,سكني, الرياض , حي عريض ,شرقية,375,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337500
أرض,تجاري, الرياض , حي الحمراء ,شرقية,1125,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400000
فيلا,سكني, الرياض , حي الياسمين ,جنوبية,375,0,4,2,5,20,0,1,1,1,0,1,0,0,1,1,4200000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,750,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812500
أرض,سكني, الرياض , حي الخليج ,شمالية غربية,750,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
أرض,تجاري وسكني, الرياض , حي البيان ,جنوبية,273,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701610
أرض,سكني, الرياض , حي النرجس ,جنوبية,875,6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5403125
أرض,سكني, حريملاء, الرياض ,جنوبية,625,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312500
فيلا,سكني, الرياض , حي القيروان ,جنوبية,420,0,7,3,5,0,1,1,1,1,1,1,0,0,1,1,4500000
أرض,سكني, الرياض, الرياض ,شرقية,420,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254940
أرض,سكني, الرياض , حي القدس ,جنوبية,500,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050000
فيلا,سكني, الرياض , حي النرجس ,غربية,375,0,5,2,4,25,1,1,1,1,1,1,0,0,1,1,4200000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,630,0,5,3,5,0,1,1,1,1,1,1,1,0,1,0,4300000
أرض,تجاري وسكني, الرياض , حي المهدية ,شمالية,750,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238500
أرض,سكني, حريملاء, الرياض ,شمالية,667,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867100
أرض,سكني, الرياض , حي الخير ,شرقية,312,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681720
فيلا,سكني, الرياض , حي عكاظ ,شمالية,525,0,4,1,3,0,0,1,0,0,0,1,0,0,1,0,750000
أرض,سكني, الرياض , حي النرجس ,ثلاث شوارع,3660,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660000
أرض,سكني, الرياض , حي المغرزات ,شرقية,713,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852000
أرض,سكني, الرياض , حي النرجس ,شمالية,360,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340000
أرض,سكني, الرياض , حي المهدية ,شمالية,450,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000
أرض,سكني, الرياض , حي المهدية ,غربية,450,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630000
أرض,سكني, الرياض , حي الندى ,شرقية,499,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143700
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,270,0,5,2,5,15,1,1,1,0,0,1,0,0,1,0,1000000
أرض,سكني, الرياض , حي الخير ,شرقية,422,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590800
أرض,تجاري, حريملاء, الرياض ,غربية,472,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557600
فيلا,سكني, الرياض , حي عكاظ ,شرقية,320,0,7,3,5,5,1,1,1,0,1,1,0,0,1,0,1200000
أرض,سكني, الرياض , حي اليرموك ,شمالية,4350,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26100000
أرض,تجاري وسكني, الرياض , حي طيبة ,جنوبية,360,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
أرض,سكني, حريملاء, الرياض ,شمالية غربية,414,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726000
فيلا,سكني, الرياض , حي النهضة ,غربية,324,0,5,2,5,0,1,0,1,0,1,1,0,0,1,0,1900000
أرض,سكني, الرياض , حي الروضة ,شمالية شرقية,608,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432000
أرض,سكني, الرياض , حي بنبان ,شمالية,800,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169600
أرض,سكني, الرياض , حي بدر ,شمالية,2000,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608000
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية,210,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369810
فيلا,سكني, الرياض , حي الملك فيصل ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000
أرض,تجاري, الرياض , حي اشبيلية ,جنوبية,747,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309258
أرض,سكني, الرياض , حي منفوحة ,شرقية,328,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524800
فيلا,سكني, الرياض , حي ظهرة لبن ,غربية,493,0,5,3,5,0,1,0,0,0,0,0,0,0,0,0,2500000
فيلا,سكني, الدرعية, العيينة ,شرقية,500,0,4,2,5,15,1,1,1,0,0,1,0,0,1,1,1400000
أرض,سكني, الرياض , حي حطين ,جنوبية غربية,1200,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975000
أرض,تجاري وسكني, الجبيلة , حي عقرباء ,جنوبية شرقية,625,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
أرض,تجاري وسكني, الرياض , حي المشرق ,شمالية شرقية,2000,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656250
فيلا,سكني, الرياض , حي الرمال ,شمالية,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850000
أرض,تجاري وسكني, الرياض , حي الخير ,شرقية,938,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876000
فيلا,سكني, الرياض , حي الشفا ,شرقية,612,0,7,2,4,0,0,1,1,1,1,1,0,0,1,0,1200000
أرض,تجاري, الرياض , حي اشبيلية ,أربع شوارع,5670,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27783000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,2400,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,338,0,4,2,5,0,0,1,1,1,1,1,0,0,1,0,1270000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,432,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280800
فيلا,سكني, الرياض , حي المونسية ,شمالية غربية,440,0,5,2,5,15,1,1,1,0,0,0,0,0,0,0,3250000
أرض,سكني, الرياض , حي العزيزية ,غربية,500,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925000
أرض,سكني, الرياض , حي الروضة ,غربية,751,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004000
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,375,0,4,1,4,0,0,1,0,0,0,1,0,0,1,0,1200000
أرض,تجاري وسكني, الرياض , حي المشرق ,جنوبية,750,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية,351,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684800
فيلا,سكني, الرياض , حي الدار البيضاء ,شمالية,250,0,4,1,3,20,0,1,0,0,0,0,0,0,0,0,525000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028000
أرض,سكني, حريملاء, الرياض ,جنوبية,420,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427140
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,752,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128000
فيلا,سكني, الرياض , حي العريجاء الغربي ,جنوبية,200,0,5,2,5,20,1,1,1,0,1,1,0,0,1,0,870000
فيلا,سكني, الرياض , حي الشفا ,جنوبية,875,0,7,5,5,16,1,1,1,0,1,1,0,0,1,0,1850000
فيلا,سكني, الرياض , حي المونسية ,شمالية,213,0,4,2,4,0,0,1,1,0,1,1,0,0,1,0,1350000
فيلا,سكني, الرياض , حي حطين ,جنوبية,351,0,5,2,5,15,1,1,1,0,1,1,0,0,1,1,3750000
أرض,تجاري وسكني, الرياض , حي الروضة ,شمالية شرقية,900,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050000
فيلا,سكني, الرياض , حي الحمراء ,شرقية,1237,0,7,3,5,0,1,1,1,1,1,1,0,0,1,0,6686880
أرض,تجاري, حريملاء, الرياض ,جنوبية شرقية,750,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850000
فيلا,سكني, الرياض , حي الوادي ,جنوبية,250,0,4,2,5,0,1,0,1,1,0,0,0,0,1,0,3000000
فيلا,سكني, الرياض , حي الريان ,شرقية,625,0,7,4,5,15,1,1,1,1,1,1,0,0,1,0,3200000
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,250,0,4,2,4,0,1,1,1,0,1,1,0,0,1,1,1900000
فيلا,سكني, الرياض , حي الوادي ,شمالية,209,0,4,1,3,0,1,0,1,0,0,1,0,0,1,0,2600000
فيلا,سكني, الرياض , حي الرمال ,غربية,266,0,7,2,5,20,1,1,1,0,0,1,0,0,1,0,1465000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,750,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,سكني, حريملاء, الرياض ,شمالية,705,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957390
فيلا,سكني, الرياض , حي القادسية ,شمالية شرقية,750,0,5,2,5,15,1,1,1,1,1,1,0,0,1,0,6500000
